age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
57,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,45,1,-1,0,unknown,no
48,blue-collar,single,primary,no,8990,no,no,telephone,2,feb,1790,2,-1,0,unknown,yes
39,admin.,divorced,secondary,no,-427,yes,no,cellular,13,may,8,5,-1,0,unknown,no
35,management,married,tertiary,no,810,no,no,unknown,11,jun,124,4,-1,0,unknown,no
32,technician,single,unknown,no,491,no,no,cellular,9,jul,474,7,-1,0,unknown,yes
37,technician,married,secondary,no,163,no,yes,cellular,28,aug,9,24,-1,0,unknown,no
44,management,married,tertiary,no,217,yes,no,cellular,28,aug,203,4,-1,0,unknown,no
33,services,married,secondary,no,0,no,no,cellular,9,jul,128,1,-1,0,unknown,no
53,technician,married,secondary,no,284,no,no,cellular,1,jun,781,1,-1,0,unknown,yes
36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,yes
46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success,yes
39,management,married,tertiary,no,0,yes,no,unknown,2,jun,46,2,-1,0,unknown,no
32,housemaid,married,tertiary,no,834,no,no,cellular,11,aug,144,2,-1,0,unknown,no
36,management,single,secondary,no,278,no,no,cellular,8,may,1243,2,-1,0,unknown,no
73,retired,married,primary,no,1388,no,no,cellular,20,jul,146,3,190,3,success,no
52,blue-collar,divorced,primary,no,3990,no,no,cellular,19,nov,1548,1,153,1,other,no
34,admin.,single,secondary,no,3160,no,no,cellular,15,may,22,8,331,13,failure,no
29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,274,1,230,1,success,yes
35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,179,4,failure,yes
44,blue-collar,married,primary,no,-312,yes,no,unknown,20,jun,22,3,-1,0,unknown,no
35,management,divorced,tertiary,no,505,no,no,cellular,23,jul,142,1,-1,0,unknown,no
47,technician,single,secondary,no,736,no,no,cellular,29,jul,212,2,-1,0,unknown,no
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes
30,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,unknown,yes
49,management,married,secondary,no,4848,no,no,unknown,12,jun,113,1,-1,0,unknown,no
31,technician,single,secondary,no,159,no,no,cellular,20,aug,129,1,-1,0,unknown,no
46,management,married,tertiary,no,1375,yes,no,cellular,17,nov,308,3,-1,0,unknown,no
56,blue-collar,married,secondary,no,0,no,yes,cellular,16,jul,390,2,-1,0,unknown,no
30,management,single,tertiary,no,697,no,no,cellular,10,aug,179,3,102,2,success,yes
30,blue-collar,married,secondary,no,363,yes,no,unknown,28,may,132,1,-1,0,unknown,no
42,technician,married,tertiary,no,1397,yes,no,cellular,6,feb,135,7,-1,0,unknown,no
35,management,single,tertiary,no,945,yes,no,cellular,24,jul,188,1,-1,0,unknown,no
32,admin.,married,secondary,no,17,yes,no,unknown,27,may,123,1,-1,0,unknown,no
30,technician,divorced,secondary,no,0,no,no,cellular,21,jul,101,1,-1,0,unknown,no
59,blue-collar,divorced,secondary,no,1774,no,yes,cellular,5,feb,14,9,-1,0,unknown,no
60,management,married,secondary,no,0,no,no,cellular,20,may,321,4,87,8,failure,no
36,management,single,tertiary,no,5171,yes,no,cellular,21,nov,174,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,2467,no,no,cellular,2,jun,192,1,-1,0,unknown,yes
54,blue-collar,single,secondary,no,1633,yes,no,unknown,4,oct,12,1,-1,0,unknown,no
40,management,married,tertiary,no,12409,yes,no,cellular,12,aug,196,2,-1,0,unknown,no
59,blue-collar,married,primary,no,1939,no,no,cellular,23,apr,172,1,-1,0,unknown,yes
48,management,married,primary,no,427,no,no,cellular,17,nov,62,1,-1,0,unknown,no
24,student,single,secondary,no,154,no,no,cellular,4,sep,205,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,6,feb,204,2,214,1,failure,no
58,services,married,secondary,no,-37,no,yes,telephone,6,feb,150,2,205,6,failure,no
52,technician,married,unknown,no,370,yes,no,cellular,28,jan,144,1,197,2,failure,no
57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,707,2,-1,0,unknown,yes
47,unknown,married,unknown,no,8,no,no,telephone,26,may,164,1,-1,0,unknown,no
38,admin.,single,secondary,no,3239,no,no,unknown,5,jun,817,2,-1,0,unknown,yes
55,technician,divorced,secondary,no,3450,no,no,cellular,11,aug,110,1,-1,0,unknown,no
52,management,single,tertiary,yes,0,no,no,unknown,8,may,98,1,-1,0,unknown,no
55,services,married,secondary,no,76,no,no,cellular,5,aug,356,1,-1,0,unknown,no
64,retired,married,secondary,no,5966,yes,no,cellular,22,jun,983,1,-1,0,unknown,yes
52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,3,186,6,success,yes
57,housemaid,single,secondary,no,254,no,no,cellular,8,oct,676,1,-1,0,unknown,no
37,housemaid,married,tertiary,no,8,yes,no,cellular,9,jul,64,1,-1,0,unknown,no
32,blue-collar,single,primary,no,354,no,no,cellular,23,jul,284,8,-1,0,unknown,no
49,management,single,tertiary,no,11,no,no,cellular,22,aug,251,2,-1,0,unknown,no
53,unknown,married,unknown,no,1347,no,no,unknown,5,jun,92,2,-1,0,unknown,no
25,management,single,tertiary,no,219,no,no,cellular,30,apr,458,1,-1,0,unknown,yes
34,technician,divorced,secondary,no,3997,yes,no,unknown,20,may,320,1,-1,0,unknown,no
39,blue-collar,married,primary,no,12,no,no,unknown,20,jun,210,2,-1,0,unknown,no
45,services,divorced,primary,no,3854,yes,no,unknown,20,jun,10,3,-1,0,unknown,no
58,retired,married,secondary,no,150,yes,no,unknown,5,jun,420,4,-1,0,unknown,no
33,management,single,secondary,no,1473,no,no,telephone,4,feb,43,1,-1,0,unknown,no
55,management,married,tertiary,no,236,no,no,cellular,4,aug,200,1,-1,0,unknown,no
48,services,divorced,secondary,no,403,yes,no,unknown,14,may,364,1,-1,0,unknown,no
56,services,married,secondary,no,83,no,no,cellular,27,aug,26,11,-1,0,unknown,no
65,retired,divorced,secondary,no,744,no,no,cellular,5,jul,182,1,-1,0,unknown,no
34,blue-collar,married,primary,no,-106,yes,no,unknown,27,may,237,1,-1,0,unknown,no
41,blue-collar,married,primary,no,16431,no,no,unknown,9,jun,139,1,-1,0,unknown,no
32,admin.,single,tertiary,no,8866,no,no,cellular,18,mar,278,2,-1,0,unknown,yes
33,management,single,secondary,no,1615,yes,no,cellular,14,may,178,8,174,3,failure,no
30,admin.,single,secondary,no,939,yes,no,cellular,17,apr,207,1,-1,0,unknown,no
42,services,married,secondary,no,115,yes,yes,cellular,17,apr,161,1,149,2,failure,no
55,management,single,tertiary,no,115,no,no,unknown,5,may,111,4,-1,0,unknown,no
25,blue-collar,single,secondary,no,218,no,yes,cellular,7,jul,448,1,-1,0,unknown,no
34,management,single,tertiary,no,1891,yes,no,unknown,9,may,162,5,-1,0,unknown,no
38,blue-collar,single,secondary,no,0,no,no,unknown,12,oct,8,1,-1,0,unknown,no
37,management,single,tertiary,no,35,yes,no,cellular,18,jul,34,3,-1,0,unknown,no
31,management,married,tertiary,no,131,no,no,cellular,18,feb,332,2,-1,0,unknown,yes
39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,-1,0,unknown,no
37,technician,married,tertiary,no,341,no,no,cellular,13,aug,287,3,182,3,success,yes
47,blue-collar,married,secondary,no,802,yes,yes,cellular,12,may,289,2,-1,0,unknown,yes
44,entrepreneur,divorced,secondary,no,456,no,no,unknown,20,jun,110,3,-1,0,unknown,no
58,management,married,tertiary,no,14922,no,no,cellular,5,aug,68,2,-1,0,unknown,no
45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
44,entrepreneur,married,primary,no,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no
36,technician,single,secondary,no,539,yes,no,cellular,27,aug,398,2,477,1,failure,yes
51,management,single,tertiary,no,8265,yes,no,cellular,21,nov,168,3,-1,0,unknown,no
33,services,single,tertiary,no,-104,no,yes,cellular,14,jul,231,2,-1,0,unknown,no
84,entrepreneur,married,secondary,no,0,no,no,telephone,30,sep,992,2,-1,0,unknown,yes
37,blue-collar,married,secondary,no,3173,yes,no,cellular,13,may,179,1,-1,0,unknown,no
37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,-1,0,unknown,yes
55,technician,married,secondary,no,726,yes,no,unknown,16,may,271,1,-1,0,unknown,no
36,management,married,tertiary,no,-296,yes,no,cellular,14,may,113,3,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,oct,576,1,183,4,success,yes
47,technician,married,primary,no,187,yes,no,unknown,9,may,165,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,1958,yes,no,cellular,18,nov,129,1,172,3,failure,no
32,admin.,single,secondary,no,555,yes,no,cellular,9,sep,344,1,-1,0,unknown,yes
31,admin.,divorced,secondary,no,217,yes,no,cellular,30,jan,1776,2,-1,0,unknown,yes
31,entrepreneur,divorced,tertiary,no,1767,no,no,telephone,25,jul,395,6,-1,0,unknown,no
47,services,married,secondary,no,1111,no,no,unknown,20,jun,415,4,-1,0,unknown,no
36,admin.,married,secondary,no,0,yes,no,cellular,2,feb,236,2,252,1,other,no
50,management,married,primary,no,313,no,no,telephone,14,oct,958,1,-1,0,unknown,yes
33,admin.,married,secondary,no,0,yes,no,cellular,10,jul,181,1,-1,0,unknown,no
30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes
41,self-employed,single,tertiary,no,1616,no,no,telephone,28,jan,229,1,184,7,success,no
58,entrepreneur,married,tertiary,yes,0,no,yes,cellular,25,jul,138,4,-1,0,unknown,no
59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,unknown,yes
35,blue-collar,divorced,secondary,no,286,yes,no,cellular,15,may,158,1,365,4,other,no
39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,267,1,other,yes
39,technician,single,unknown,no,0,yes,no,unknown,7,may,130,1,-1,0,unknown,no
33,admin.,married,unknown,no,2780,no,no,cellular,19,nov,485,1,-1,0,unknown,yes
52,admin.,married,secondary,no,-732,yes,yes,unknown,28,may,61,2,-1,0,unknown,no
32,self-employed,married,secondary,no,217,yes,yes,cellular,15,jul,317,5,-1,0,unknown,no
48,services,married,secondary,no,1291,yes,no,cellular,8,may,255,2,-1,0,unknown,no
35,blue-collar,married,primary,no,-312,yes,yes,telephone,29,jul,38,3,-1,0,unknown,no
53,admin.,married,secondary,no,-197,yes,yes,unknown,15,may,178,1,-1,0,unknown,no
30,management,single,tertiary,no,220,no,yes,cellular,12,aug,111,2,-1,0,unknown,no
31,management,married,tertiary,no,5238,yes,yes,cellular,19,nov,156,2,-1,0,unknown,no
35,technician,divorced,secondary,no,5724,yes,no,unknown,30,may,691,10,-1,0,unknown,yes
77,unknown,married,unknown,no,397,no,no,telephone,7,may,300,3,-1,0,unknown,yes
39,housemaid,married,tertiary,no,94,no,no,cellular,6,aug,181,2,-1,0,unknown,no
51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes
38,management,single,tertiary,no,-145,yes,no,cellular,21,jul,54,2,-1,0,unknown,no
46,housemaid,married,primary,no,312,yes,yes,cellular,25,jul,137,7,-1,0,unknown,no
35,services,divorced,primary,no,55,no,no,cellular,20,nov,165,4,-1,0,unknown,no
36,services,single,secondary,no,99,no,no,unknown,17,jun,256,9,-1,0,unknown,no
30,technician,single,secondary,no,458,no,no,cellular,20,nov,51,7,-1,0,unknown,no
35,admin.,married,secondary,no,220,yes,no,cellular,2,feb,153,4,244,13,failure,no
34,technician,single,secondary,no,1174,no,no,cellular,25,aug,136,17,-1,0,unknown,no
44,management,married,tertiary,no,612,yes,no,unknown,29,may,88,2,-1,0,unknown,no
53,management,married,tertiary,no,583,no,no,cellular,17,nov,226,1,184,4,success,yes
49,admin.,divorced,secondary,no,-212,yes,yes,cellular,11,may,469,1,350,1,failure,no
35,self-employed,married,tertiary,no,1820,yes,yes,cellular,29,jan,120,1,-1,0,unknown,no
33,admin.,single,secondary,no,745,yes,no,cellular,17,apr,278,2,333,1,other,no
41,housemaid,married,primary,no,1529,no,no,cellular,7,jul,61,6,-1,0,unknown,no
26,technician,married,secondary,no,523,no,no,cellular,29,jan,216,1,-1,0,unknown,no
34,services,married,secondary,no,87,no,no,cellular,5,feb,33,1,-1,0,unknown,no
39,admin.,single,secondary,no,548,yes,no,unknown,3,jun,296,2,-1,0,unknown,no
36,admin.,single,secondary,no,728,no,no,cellular,30,apr,230,1,-1,0,unknown,yes
46,management,married,tertiary,no,5464,no,no,unknown,20,jun,79,4,-1,0,unknown,no
49,blue-collar,married,primary,no,1536,yes,no,unknown,19,may,400,2,-1,0,unknown,no
30,management,single,tertiary,no,188,no,no,cellular,28,jan,66,1,-1,0,unknown,no
34,management,married,tertiary,no,6203,no,no,telephone,21,nov,34,2,-1,0,unknown,no
30,management,single,tertiary,no,102,yes,no,cellular,18,dec,364,3,-1,0,unknown,yes
31,services,married,secondary,no,-414,yes,no,cellular,6,may,1369,3,-1,0,unknown,no
56,services,divorced,secondary,no,191,no,no,cellular,23,jul,335,3,-1,0,unknown,no
37,services,married,secondary,no,3,yes,no,cellular,12,jun,105,4,318,6,failure,no
45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,yes
52,unknown,married,primary,no,247,no,no,cellular,29,jul,268,6,-1,0,unknown,no
30,blue-collar,married,secondary,no,203,yes,no,cellular,5,may,18,6,-1,0,unknown,no
28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,2,-1,0,unknown,yes
47,blue-collar,married,secondary,no,292,no,no,cellular,10,feb,277,1,-1,0,unknown,yes
40,admin.,divorced,secondary,no,399,yes,yes,cellular,18,nov,166,3,96,2,failure,no
50,admin.,married,secondary,no,-195,no,no,cellular,22,aug,119,4,-1,0,unknown,no
37,technician,married,secondary,yes,693,no,no,unknown,12,jun,75,1,-1,0,unknown,no
34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,unknown,yes
36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,yes
40,services,divorced,secondary,no,-81,no,yes,cellular,23,jul,186,1,-1,0,unknown,no
52,unemployed,married,secondary,no,94,no,no,cellular,30,apr,244,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,362,yes,no,unknown,12,may,363,2,-1,0,unknown,no
36,management,single,tertiary,no,1841,yes,no,cellular,25,aug,141,4,-1,0,unknown,no
32,housemaid,married,tertiary,no,357,yes,no,cellular,3,feb,133,3,77,2,failure,no
44,management,married,tertiary,no,870,yes,yes,cellular,12,may,118,2,369,1,failure,no
44,management,married,unknown,no,2724,no,no,cellular,28,dec,893,1,-1,0,unknown,yes
35,management,married,tertiary,no,3161,no,no,cellular,8,aug,433,2,-1,0,unknown,no
59,management,single,secondary,no,671,yes,yes,cellular,29,jan,219,2,259,5,failure,no
29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,309,3,208,4,success,yes
51,blue-collar,married,secondary,no,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,no
25,technician,single,secondary,no,886,no,no,cellular,12,aug,121,1,-1,0,unknown,no
22,technician,single,secondary,no,283,yes,no,cellular,22,mar,254,2,-1,0,unknown,yes
28,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,170,1,-1,0,unknown,no
37,management,married,tertiary,no,2366,yes,no,cellular,11,may,721,1,-1,0,unknown,no
36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
38,services,single,secondary,no,36,yes,no,unknown,19,may,143,1,-1,0,unknown,no
40,services,married,secondary,no,87,yes,yes,cellular,31,jul,247,4,-1,0,unknown,no
38,self-employed,married,tertiary,no,526,no,no,cellular,27,aug,86,11,-1,0,unknown,no
38,retired,single,secondary,no,44,no,no,unknown,29,may,148,1,-1,0,unknown,no
41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other,yes
52,admin.,married,secondary,no,1004,yes,no,unknown,9,jun,144,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,286,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,612,yes,no,telephone,14,may,47,4,-1,0,unknown,no
25,blue-collar,divorced,secondary,no,2428,yes,no,unknown,28,may,376,4,-1,0,unknown,no
34,services,married,secondary,no,286,yes,no,unknown,21,may,703,1,-1,0,unknown,no
53,technician,married,secondary,no,6,yes,no,unknown,5,may,517,1,-1,0,unknown,no
39,unemployed,divorced,secondary,no,507,yes,no,unknown,12,may,150,7,-1,0,unknown,no
56,technician,married,secondary,no,2847,no,no,cellular,8,apr,327,1,-1,0,unknown,yes
51,technician,married,secondary,no,1490,yes,no,cellular,2,feb,177,1,199,2,failure,no
52,blue-collar,married,secondary,no,266,yes,no,cellular,18,may,87,2,299,3,other,no
63,housemaid,married,primary,no,333,no,no,telephone,1,oct,321,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,74,yes,no,unknown,26,jun,322,2,-1,0,unknown,no
60,blue-collar,married,primary,no,193,yes,no,telephone,12,may,89,2,-1,0,unknown,no
70,entrepreneur,married,tertiary,no,15265,no,no,cellular,17,aug,551,2,-1,0,unknown,no
61,retired,divorced,primary,no,3624,no,no,cellular,25,nov,342,1,-1,0,unknown,yes
34,management,single,tertiary,no,-64,yes,yes,cellular,28,aug,693,7,-1,0,unknown,no
46,admin.,divorced,secondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no
29,admin.,single,tertiary,no,261,no,no,cellular,4,jun,66,1,79,19,failure,no
51,self-employed,married,tertiary,no,150,no,no,unknown,9,jun,146,1,-1,0,unknown,no
32,admin.,divorced,secondary,no,-273,yes,no,cellular,5,may,64,1,-1,0,unknown,no
50,admin.,single,secondary,no,1651,yes,no,unknown,26,may,41,2,-1,0,unknown,no
34,blue-collar,divorced,tertiary,no,12409,no,no,cellular,16,mar,189,1,480,4,other,no
21,admin.,single,unknown,no,-28,yes,no,unknown,27,may,125,1,-1,0,unknown,no
35,technician,married,secondary,no,291,no,no,unknown,23,may,100,1,-1,0,unknown,no
54,housemaid,divorced,tertiary,no,9,no,yes,cellular,29,jul,136,3,-1,0,unknown,no
50,retired,married,secondary,no,8648,no,no,cellular,12,may,731,3,176,1,failure,yes
29,blue-collar,married,secondary,no,195,yes,no,cellular,11,may,333,1,-1,0,unknown,no
29,management,single,tertiary,no,0,yes,no,unknown,30,may,539,12,-1,0,unknown,yes
52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,-1,0,unknown,yes
55,retired,married,tertiary,no,8037,no,no,cellular,3,feb,114,2,-1,0,unknown,no
31,student,single,tertiary,no,4951,no,no,cellular,17,sep,285,3,81,3,failure,yes
46,unemployed,divorced,secondary,yes,22,no,no,cellular,6,feb,8,10,-1,0,unknown,no
60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes
26,blue-collar,single,tertiary,no,567,no,no,cellular,25,may,421,1,-1,0,unknown,yes
30,blue-collar,married,primary,no,145,yes,no,unknown,7,may,299,2,-1,0,unknown,no
40,admin.,married,secondary,no,538,no,no,unknown,16,jun,167,2,-1,0,unknown,no
50,management,married,tertiary,no,453,no,yes,unknown,4,jul,608,1,-1,0,unknown,no
32,technician,married,secondary,no,199,no,yes,cellular,13,aug,363,1,-1,0,unknown,no
53,housemaid,married,primary,no,1903,no,no,unknown,5,jun,827,1,-1,0,unknown,no
46,technician,divorced,tertiary,no,0,no,no,cellular,28,jan,1199,2,-1,0,unknown,yes
33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,jul,151,3,-1,0,unknown,no
28,unemployed,single,secondary,no,434,yes,no,cellular,30,apr,257,1,-1,0,unknown,no
39,admin.,single,secondary,no,762,yes,no,unknown,8,may,288,1,-1,0,unknown,no
28,management,single,tertiary,no,1584,yes,no,cellular,1,sep,222,2,-1,0,unknown,yes
27,technician,single,tertiary,no,28,no,no,cellular,28,jan,174,1,-1,0,unknown,no
28,management,single,tertiary,no,890,yes,no,cellular,7,sep,201,1,-1,0,unknown,yes
40,technician,married,secondary,no,84,yes,no,cellular,8,aug,119,3,-1,0,unknown,no
36,admin.,married,tertiary,no,289,no,no,cellular,21,jul,150,4,-1,0,unknown,no
44,management,married,tertiary,no,-84,yes,no,cellular,27,aug,159,6,-1,0,unknown,no
51,admin.,married,secondary,no,423,yes,yes,cellular,16,jul,84,5,183,2,failure,no
47,blue-collar,married,secondary,no,5041,no,no,cellular,20,nov,184,1,-1,0,unknown,no
30,admin.,single,secondary,no,211,no,no,cellular,10,jul,473,1,-1,0,unknown,no
42,technician,married,secondary,no,11,yes,no,cellular,16,jul,272,1,-1,0,unknown,no
25,student,single,secondary,no,1747,yes,no,cellular,24,jul,903,1,-1,0,unknown,yes
31,admin.,married,secondary,no,8295,yes,no,cellular,17,apr,218,1,149,1,failure,no
29,services,single,secondary,no,32,yes,no,unknown,4,jun,563,1,-1,0,unknown,yes
27,student,single,secondary,no,89,yes,no,cellular,14,may,68,3,-1,0,unknown,no
